,ImgPosF,ImgPreF,FireScar_tif,FireScar_shp,date,date_d,ID,fireID,left,right,up,down,shape,shape_f,y_f,x_f,real_area_ha,burned_area_per,total_area_m2,total_area_m2_int
23,ImgPosF_CL-BI_ID193520_u824_20180320_clip.tif,ImgPreF_CL-BI_ID193520_u824_20180320_clip.tif,FireScar_CL-BI_ID193520_u824_20180320.tif,FireScar_CL-BI_ID193520_u824_20180320.shp,20180320,736680.0,193520,ID193520,-72.30378025126888,-72.26928494435869,-36.44725619105294,-36.48175149796312,"(128, 128)","(86, 74)",86.0,74.0,55.26084313354493,3.747615772402949,552608.4313354493,552608
24,ImgPosF_CL-BI_ID192835_u490_20180106_clip.tif,ImgPreF_CL-BI_ID192835_u490_20180106_clip.tif,FireScar_CL-BI_ID192835_u490_20180106.tif,FireScar_CL-BI_ID192835_u490_20180106.shp,20180106,736606.0,192835,ID192835,-72.04883837363575,-72.01434306672556,-36.6423702707637,-36.67686557767389,"(128, 128)","(15, 17)",15.0,17.0,8.286680743408203,0.5619765044086509,82866.80743408203,82866
25,ImgPosF_CL-BI_ID192914_u455_20180117_clip.tif,ImgPreF_CL-BI_ID192914_u455_20180117_clip.tif,FireScar_CL-BI_ID192914_u455_20180117.tif,FireScar_CL-BI_ID192914_u455_20180117.shp,20180117,736617.0,192914,ID192914,-72.52018440321326,-72.48568909630308,-37.57024012773076,-37.60473543464094,"(128, 128)","(24, 17)",24.0,17.0,13.882913745117188,0.941495344042778,138829.13745117188,138829
26,ImgPosF_CL-BI_ID193053_u400_20180128_clip.tif,ImgPreF_CL-BI_ID193053_u400_20180128_clip.tif,FireScar_CL-BI_ID193053_u400_20180128.tif,FireScar_CL-BI_ID193053_u400_20180128.shp,20180128,736628.0,193053,ID193053,-71.99817339161142,-71.96367808470123,-37.09188723893711,-37.1263825458473,"(128, 128)","(35, 37)",35.0,37.0,37.32559477539063,2.531303899155722,373255.9477539063,373255
27,ImgPosF_CL-BI_ID193198_u350_20180204_clip.tif,ImgPreF_CL-BI_ID193198_u350_20180204_clip.tif,FireScar_CL-BI_ID193198_u350_20180204.tif,FireScar_CL-BI_ID193198_u350_20180204.shp,20180204,736634.0,193198,ID193198,-72.3212973993092,-72.28680209239901,-36.65961792421879,-36.69411323112898,"(128, 128)","(65, 35)",65.0,35.0,91.78257350463868,6.22440412764748,917825.7350463868,917825
28,ImgPosF_CL-BI_ID192864_u470_20180112_clip.tif,ImgPreF_CL-BI_ID192864_u470_20180112_clip.tif,FireScar_CL-BI_ID192864_u470_20180112.tif,FireScar_CL-BI_ID192864_u470_20180112.shp,20180112,736612.0,192864,ID192864,-72.31078711048501,-72.27629180357482,-36.93207694989224,-36.96657225680243,"(128, 128)","(16, 13)",16.0,13.0,8.184091107177734,0.5550191994342539,81840.91107177734,81840
29,ImgPosF_CL-BI_ID192827_u400_20180106_clip.tif,ImgPreF_CL-BI_ID192827_u400_20180106_clip.tif,FireScar_CL-BI_ID192827_u400_20180106.tif,FireScar_CL-BI_ID192827_u400_20180106.shp,20180106,736606.0,192827,ID192827,-72.2986598541494,-72.26416454723922,-36.65934842963356,-36.69384373654375,"(128, 128)","(25, 20)",25.0,20.0,16.28157607421875,1.104165044095781,162815.7607421875,162815
30,ImgPosF_CL-BI_ID193298_u385_20180218_clip.tif,ImgPreF_CL-BI_ID193298_u385_20180218_clip.tif,FireScar_CL-BI_ID193298_u385_20180218.tif,FireScar_CL-BI_ID193298_u385_20180218.shp,20180218,736648.0,193298,ID193298,-72.17253638825902,-72.13804108134883,-37.702292474496325,-37.73678778140651,"(128, 128)","(21, 33)",21.0,33.0,27.220156134033203,1.845984980877903,272201.56134033203,272201
31,ImgPosF_CL-BI_ID193218_u350_20180211_clip.tif,ImgPreF_CL-BI_ID193218_u350_20180211_clip.tif,FireScar_CL-BI_ID193218_u350_20180211.tif,FireScar_CL-BI_ID193218_u350_20180211.shp,20180211,736641.0,193218,ID193218,-72.94194342910738,-72.9074481221972,-37.13473687798961,-37.1692321848998,"(128, 128)","(52, 53)",52.0,53.0,106.6873819519043,7.2352011414865665,1066873.819519043,1066873
32,ImgPosF_CL-BI_ID192873_u485_20180113_clip.tif,ImgPreF_CL-BI_ID192873_u485_20180113_clip.tif,FireScar_CL-BI_ID192873_u485_20180113.tif,FireScar_CL-BI_ID192873_u485_20180113.shp,20180113,736613.0,192873,ID192873,-73.44670678725414,-73.41221148034396,-38.19708453298936,-38.231579839899545,"(128, 128)","(20, 18)",20.0,18.0,5.577494177246094,0.3782480317685339,55774.94177246094,55774
33,ImgPosF_CL-BI_ID191629_u380_20180217_clip.tif,ImgPreF_CL-BI_ID191629_u380_20180217_clip.tif,FireScar_CL-BI_ID191629_u380_20180217.tif,FireScar_CL-BI_ID191629_u380_20180217.shp,20180217,736647.0,191629,ID191629,-71.89414848171037,-71.85965317480019,-36.991096264058896,-37.02559157096909,"(128, 128)","(18, 19)",18.0,19.0,13.701543310546874,0.929195374250412,137015.43310546875,137015
34,ImgPosF_CL-BI_ID192945_u350_20180119_clip.tif,ImgPreF_CL-BI_ID192945_u350_20180119_clip.tif,FireScar_CL-BI_ID192945_u350_20180119.tif,FireScar_CL-BI_ID192945_u350_20180119.shp,20180119,736619.0,192945,ID192945,-71.2991044375096,-71.26460913059941,-36.83721485588922,-36.87171016279941,"(128, 128)","(36, 49)",36.0,49.0,45.78609108886719,3.1050680263174906,457860.9108886719,457860
35,ImgPosF_CL-BI_ID193235_u350_20180204_clip.tif,ImgPreF_CL-BI_ID193235_u350_20180204_clip.tif,FireScar_CL-BI_ID193235_u350_20180204.tif,FireScar_CL-BI_ID193235_u350_20180204.shp,20180204,736634.0,193235,ID193235,-72.01784649633363,-71.98335118942344,-36.19554824844265,-36.23004355535284,"(128, 128)","(116, 76)",116.0,76.0,220.08181503295896,14.925253298133612,2200818.1503295894,2200818
36,ImgPosF_CL-BI_ID192979_u540_20180122_clip.tif,ImgPreF_CL-BI_ID192979_u540_20180122_clip.tif,FireScar_CL-BI_ID192979_u540_20180122.tif,FireScar_CL-BI_ID192979_u540_20180122.shp,20180122,736622.0,192979,ID192979,-72.70397971034411,-72.66948440343393,-37.27649102982367,-37.310986336733855,"(128, 128)","(9, 20)",9.0,20.0,4.002340130615234,0.2714260613752736,40023.40130615234,40023
37,ImgPosF_CL-BI_ID192217_u350_20180212_clip.tif,ImgPreF_CL-BI_ID192217_u350_20180212_clip.tif,FireScar_CL-BI_ID192217_u350_20180212.tif,FireScar_CL-BI_ID192217_u350_20180212.shp,20180212,736642.0,192217,ID192217,-72.52180137072469,-72.4873060638145,-36.95821792466012,-36.99271323157031,"(128, 128)","(23, 13)",23.0,13.0,11.841436248779296,0.8030487907429538,118414.36248779295,118414
38,ImgPosF_CL-BI_ID193527_u650_20180320_clip.tif,ImgPreF_CL-BI_ID193527_u650_20180320_clip.tif,FireScar_CL-BI_ID193527_u650_20180320.tif,FireScar_CL-BI_ID193527_u650_20180320.shp,20180320,736680.0,193527,ID193527,-72.08872357225066,-72.05422826534047,-36.48687189508261,-36.5213672019928,"(128, 128)","(35, 44)",35.0,44.0,32.85120703735352,2.227865060584413,328512.0703735352,328512
39,ImgPosF_CL-BI_ID193476_u350_20180308_clip.tif,ImgPreF_CL-BI_ID193476_u350_20180308_clip.tif,FireScar_CL-BI_ID193476_u350_20180308.tif,FireScar_CL-BI_ID193476_u350_20180308.shp,20180308,736668.0,193476,ID193476,-72.23586761578945,-72.20137230887926,-36.69869463907799,-36.73318994598818,"(128, 128)","(54, 47)",54.0,47.0,69.62990451049805,4.722080112745365,696299.0451049805,696299
40,ImgPosF_CL-BI_ID193075_u720_20180130_clip.tif,ImgPreF_CL-BI_ID193075_u720_20180130_clip.tif,FireScar_CL-BI_ID193075_u720_20180130.tif,FireScar_CL-BI_ID193075_u720_20180130.shp,20180130,736630.0,193075,ID193075,-71.77287591835423,-71.73838061144404,-36.28178651571812,-36.31628182262831,"(128, 128)","(20, 17)",20.0,17.0,6.659704180908203,0.4516400947339004,66597.04180908203,66597
41,ImgPosF_CL-BI_ID193290_u405_20180217_clip.tif,ImgPreF_CL-BI_ID193290_u405_20180217_clip.tif,FireScar_CL-BI_ID193290_u405_20180217.tif,FireScar_CL-BI_ID193290_u405_20180217.shp,20180217,736647.0,193290,ID193290,-71.92271490774537,-71.88821960083519,-36.49765167849204,-36.53214698540223,"(128, 128)","(16, 26)",16.0,26.0,18.84177598876953,1.277789712780052,188417.7598876953,188417
42,ImgPosF_CL-BI_ID193590_u600_20180407_clip.tif,ImgPreF_CL-BI_ID193590_u600_20180407_clip.tif,FireScar_CL-BI_ID193590_u600_20180407.tif,FireScar_CL-BI_ID193590_u600_20180407.shp,20180407,736697.0,193590,ID193590,-72.16822447489524,-72.13372916798505,-36.273971172746286,-36.30846647965648,"(128, 128)","(29, 32)",29.0,32.0,23.09419512939453,1.5661753424339824,230941.9512939453,230941
43,ImgPosF_CL-BI_ID193491_u400_20180316_clip.tif,ImgPreF_CL-BI_ID193491_u400_20180316_clip.tif,FireScar_CL-BI_ID193491_u400_20180316.tif,FireScar_CL-BI_ID193491_u400_20180316.shp,20180316,736676.0,193491,ID193491,-72.41777646082363,-72.38328115391344,-37.438996264720885,-37.47349157163107,"(128, 128)","(33, 68)",33.0,68.0,66.53963018798828,4.512507472601202,665396.3018798828,665396
44,ImgPosF_CL-BI_ID193084_u505_20180131_clip.tif,ImgPreF_CL-BI_ID193084_u505_20180131_clip.tif,FireScar_CL-BI_ID193084_u505_20180131.tif,FireScar_CL-BI_ID193084_u505_20180131.shp,20180131,736631.0,193084,ID193084,-72.09950335566009,-72.0650080487499,-36.233816479546135,-36.26831178645632,"(128, 128)","(15, 13)",15.0,13.0,7.24319560546875,0.4912106394767761,72431.9560546875,72431
45,ImgPosF_CL-BI_ID191599_u480_20180203_clip.tif,ImgPreF_CL-BI_ID191599_u480_20180203_clip.tif,FireScar_CL-BI_ID191599_u480_20180203.tif,FireScar_CL-BI_ID191599_u480_20180203.shp,20180203,736633.0,191599,ID191599,-72.41346454745987,-72.37896924054968,-37.61389825053896,-37.64839355744915,"(128, 128)","(13, 31)",13.0,31.0,20.13644743041992,1.3655902391506567,201364.4743041992,201364
46,ImgPosF_CL-BI_ID193156_u400_20180206_clip.tif,ImgPreF_CL-BI_ID193156_u400_20180206_clip.tif,FireScar_CL-BI_ID193156_u400_20180206.tif,FireScar_CL-BI_ID193156_u400_20180206.shp,20180206,736636.0,193156,ID193156,-72.22158440277194,-72.18708909586175,-37.71873164419571,-37.75322695110589,"(128, 128)","(22, 52)",22.0,52.0,48.24649519042969,3.271924858291944,482464.9519042969,482464
47,ImgPosF_CL-BI_ID193142_u400_20180205_clip.tif,ImgPreF_CL-BI_ID193142_u400_20180205_clip.tif,FireScar_CL-BI_ID193142_u400_20180205.tif,FireScar_CL-BI_ID193142_u400_20180205.shp,20180205,736635.0,193142,ID193142,-72.0288957743283,-71.99440046741812,-36.895156191714925,-36.92965149862511,"(128, 128)","(54, 46)",54.0,46.0,76.85313629760742,5.2119368691411285,768531.3629760742,768531
48,ImgPosF_CL-BI_ID193459_u450_20180310_clip.tif,ImgPreF_CL-BI_ID193459_u450_20180310_clip.tif,FireScar_CL-BI_ID193459_u450_20180310.tif,FireScar_CL-BI_ID193459_u450_20180310.shp,20180310,736670.0,193459,ID193459,-72.08818458308019,-72.05368927617,-36.60302406131926,-36.63751936822945,"(128, 128)","(13, 18)",13.0,18.0,7.930354168701172,0.5378115620050165,79303.54168701172,79303
49,ImgPosF_CL-BI_ID193161_u640_20180207_clip.tif,ImgPreF_CL-BI_ID193161_u640_20180207_clip.tif,FireScar_CL-BI_ID193161_u640_20180207.tif,FireScar_CL-BI_ID193161_u640_20180207.shp,20180207,736637.0,193161,ID193161,-72.67891671391719,-72.644421407007,-37.4759170228982,-37.51041232980839,"(128, 128)","(18, 31)",18.0,31.0,14.755670446777344,1.000682945880625,147556.70446777344,147556
50,ImgPosF_CL-BI_ID188939_u555_20170122_clip.tif,ImgPreF_CL-BI_ID188939_u555_20170122_clip.tif,FireScar_CL-BI_ID188939_u555_20170122.tif,FireScar_CL-BI_ID188939_u555_20170122.shp,20170122,736257.0,188939,ID188939,-73.15484415144371,-73.12034884453352,-36.96657225680243,-37.00106756371262,"(128, 128)","(29, 36)",29.0,36.0,38.318985467529295,2.598672517057922,383189.85467529297,383189
51,ImgPosF_CL-BI_ID192708_u350_20171210_clip.tif,ImgPreF_CL-BI_ID192708_u350_20171210_clip.tif,FireScar_CL-BI_ID192708_u350_20171210.tif,FireScar_CL-BI_ID192708_u350_20171210.shp,20171210,736575.0,192708,ID192708,-73.46476292446495,-73.43026761755476,-38.19115565211417,-38.22565095902436,"(128, 128)","(56, 68)",56.0,68.0,72.9378758972168,4.946416279921929,729378.758972168,729378
52,ImgPosF_CL-BI_ID193081_u250_20180130_clip.tif,ImgPreF_CL-BI_ID193081_u250_20180130_clip.tif,FireScar_CL-BI_ID193081_u250_20180130.tif,FireScar_CL-BI_ID193081_u250_20180130.shp,20180130,736630.0,193081,ID193081,-72.44310895183581,-72.40861364492562,-37.19294770840055,-37.22744301531074,"(128, 128)","(21, 13)",21.0,13.0,7.226269024658203,0.4900627322494983,72262.69024658203,72262
53,ImgPosF_CL-BI_ID193184_u350_20180209_clip.tif,ImgPreF_CL-BI_ID193184_u350_20180209_clip.tif,FireScar_CL-BI_ID193184_u350_20180209.tif,FireScar_CL-BI_ID193184_u350_20180209.shp,20180209,736639.0,193184,ID193184,-72.45038530563718,-72.415889998727,-36.64210077617846,-36.67659608308865,"(128, 128)","(27, 15)",27.0,15.0,17.58218005371094,1.192367896437645,175821.80053710938,175821
54,ImgPosF_CL-BI_ID188996_u502_20170116_clip.tif,ImgPreF_CL-BI_ID188996_u502_20170116_clip.tif,FireScar_CL-BI_ID188996_u502_20170116.tif,FireScar_CL-BI_ID188996_u502_20170116.shp,20170116,736251.0,188996,ID188996,-72.0814472184493,-72.04695191153911,-36.614612328484405,-36.64910763539459,"(128, 128)","(32, 36)",32.0,36.0,41.59218131713868,2.8206503171887665,415921.8131713869,415921
55,ImgPosF_CL-BI_ID191530_u250_20180117_clip.tif,ImgPreF_CL-BI_ID191530_u250_20180117_clip.tif,FireScar_CL-BI_ID191530_u250_20180117.tif,FireScar_CL-BI_ID191530_u250_20180117.shp,20180117,736617.0,191530,ID191530,-72.22697429447666,-72.19247898756647,-37.87638597655869,-37.91088128346888,"(128, 128)","(72, 50)",72.0,50.0,77.56971353759765,5.260532873372236,775697.1353759764,775697
56,ImgPosF_CL-BI_ID192311_u350_20180305_clip.tif,ImgPreF_CL-BI_ID192311_u350_20180305_clip.tif,FireScar_CL-BI_ID192311_u350_20180305.tif,FireScar_CL-BI_ID192311_u350_20180305.shp,20180305,736665.0,192311,ID192311,-72.86055606436616,-72.82606075745598,-36.61164788804681,-36.646143194957,"(128, 128)","(17, 11)",17.0,11.0,7.424858923339844,0.5035304716891713,74248.58923339844,74248
57,ImgPosF_CL-BI_ID192621_u270_20180210_clip.tif,ImgPreF_CL-BI_ID192621_u270_20180210_clip.tif,FireScar_CL-BI_ID192621_u270_20180210.tif,FireScar_CL-BI_ID192621_u270_20180210.shp,20180210,736640.0,192621,ID192621,-72.94841129915305,-72.91391599224286,-36.61353435014346,-36.64802965705365,"(128, 128)","(23, 43)",23.0,43.0,14.128555694580076,0.9581540048950248,141285.55694580075,141285
58,ImgPosF_CL-BI_ID188917_u500_20170126_clip.tif,ImgPreF_CL-BI_ID188917_u500_20170126_clip.tif,FireScar_CL-BI_ID188917_u500_20170126.tif,FireScar_CL-BI_ID188917_u500_20170126.shp,20170126,736261.0,188917,ID188917,-72.91418548682809,-72.8796901799179,-37.16734572280314,-37.20184102971333,"(128, 128)","(33, 50)",33.0,50.0,36.57326353759765,2.480283171766334,365732.6353759765,365732
59,ImgPosF_CL-BI_ID191879_u280_20171225_clip.tif,ImgPreF_CL-BI_ID191879_u280_20171225_clip.tif,FireScar_CL-BI_ID191879_u280_20171225.tif,FireScar_CL-BI_ID191879_u280_20171225.shp,20171225,736590.0,191879,ID191879,-72.55306274261206,-72.51856743570187,-36.539692833788834,-36.57418814069902,"(128, 128)","(75, 33)",75.0,33.0,64.50344217529297,4.374419635368718,645034.4217529297,645034
60,ImgPosF_CL-BI_ID193134_u480_20180204_clip.tif,ImgPreF_CL-BI_ID193134_u480_20180204_clip.tif,FireScar_CL-BI_ID193134_u480_20180204.tif,FireScar_CL-BI_ID193134_u480_20180204.shp,20180204,736634.0,193134,ID193134,-72.89720732795823,-72.86271202104804,-36.56825925982383,-36.60275456673402,"(128, 128)","(42, 24)",42.0,24.0,9.592868438720703,0.6505580267144574,95928.68438720705,95928
61,ImgPosF_CL-BI_ID188823_u502_20170104_clip.tif,ImgPreF_CL-BI_ID188823_u502_20170104_clip.tif,FireScar_CL-BI_ID188823_u502_20170104.tif,FireScar_CL-BI_ID188823_u502_20170104.shp,20170104,736239.0,188823,ID188823,-72.08926256142114,-72.05476725451095,-36.583081462011805,-36.61757676892199,"(128, 128)","(29, 16)",29.0,16.0,13.77336661376953,0.9340662037332852,137733.6661376953,137733
